Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-5865556,特許2015-517709(2013/06/17),5865556,フランス国(513234488)アイデミア・アイデンティティ・アンド・セキュリティー・フランス,セキュアなデータ処理方法,10,本権利は抹消されていない存続期間満了日(2033/06/17),8年,(2023/01/13)
page-5865595,特許2011-062482(2011/03/22),5865595,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,動翼組立体を冷却するための装置,5,本権利は抹消されていない存続期間満了日(2031/03/22),8年,(2022/12/28)
page-5865636,特許2011-197365(2011/09/09),5865636,アメリカ合衆国(507362281)コヴィディエン　リミテッド　パートナーシップ,電動外科手術デバイスのためのアダプタ,14,本権利は抹消されていない存続期間満了日(2031/09/09),8年,(2022/12/28)
page-5865702,特許2011-503237(2009/04/03),5865702,アメリカ合衆国(514028204)メドトロニック，インク．,温熱治療のためのシステムおよび方法,6,本権利は抹消されていない存続期間満了日(2029/04/03),8年,(2022/12/28)
page-5865754,特許2012-073642(2012/03/28),5865754,アメリカ合衆国(596170170)ゼロックス　コーポレイション,透明オーバーコート組成物およびこの組成物を安定化する方法,10,本権利は抹消されていない存続期間満了日(2032/03/28),8年,(2022/12/28)
page-5865764,特許2012-084602(2012/04/03),5865764,アメリカ合衆国(596170170)ゼロックス　コーポレイション,相転移インクおよびそれを製造する方法,10,本権利は抹消されていない存続期間満了日(2032/04/03),8年,(2022/12/28)
page-5865848,特許2012-557305(2011/03/14),5865848,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,３Ｄ眼鏡および関連システム,3,本権利は抹消されていない存続期間満了日(2031/03/14),8年,(2022/12/28)
page-5865901,特許2013-513270(2011/05/31),5865901,アメリカ合衆国(512308133)エルゼビア・インコーポレーテッド,研究評価のためのシステム及び方法,17,本権利は抹消されていない存続期間満了日(2031/05/31),8年,(2022/12/28)
page-5865920,特許2013-548880(2011/11/17),5865920,イギリス(504394342)アーム・リミテッド,データ処理装置のトレース,60,本権利は抹消されていない存続期間満了日(2031/11/17),8年,(2022/12/28)
page-5866012,特許2014-526212(2012/08/16),5866012,アメリカ合衆国(591009509)ボーズ・コーポレーション,平面インダクタを備える多重チャネルＤ級オーディオアンプ,14,本権利は抹消されていない存続期間満了日(2032/08/16),8年,(2022/12/28)
page-5866051,特許2015-172680(2015/09/02),5866051,アメリカ合衆国(512225379)セラニーズ・インターナショナル・コーポレーション,酢酸の製造方法,15,本権利は抹消されていない存続期間満了日(2035/09/02),8年,(2022/12/28)
page-5866062,特許2015-510305(2013/04/17),5866062,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,多段ＩＩＲフィルタおよび多段ＩＩＲフィルタを用いたデータの並列化フィルタリング,36,本権利は抹消されていない存続期間満了日(2033/04/17),8年,(2022/12/28)
page-5866127,特許2014-057616(2012/02/24),5866127,アメリカ合衆国(597160510)リジェネロン・ファーマシューティカルズ・インコーポレイテッド,ＡＤＡＭ６マウス,44,本権利は抹消されていない存続期間満了日(2032/02/24),8年,(2022/12/28)
page-5866212,特許2012-010175(2012/01/20),5866212,アメリカ合衆国(596170170)ゼロックス　コーポレイション,エマルジョン凝集トナー組成物,7,本権利は抹消されていない存続期間満了日(2032/01/20),8年,(2022/12/28)
page-5866327,特許2013-229863(2008/02/19),5866327,イタリア国オーソフィックス・エス．アール．エル．,プロテーゼの取り外し,12,本権利は抹消されていない存続期間満了日(2028/02/19),8年,(2022/12/28)
page-5866345,特許2013-512262(2011/05/26),5866345,大阪府大阪市武田薬品工業株式会社,微細二酸化シリコンを用いた処理によるセリンプロテアーゼ除去法,42,本権利は抹消されていない存続期間満了日(2031/05/26),8年,(2022/12/28)
page-5866350,特許2013-517439(2011/06/22),5866350,フランス国(513002359)ヘラクレス フランス国(511130852)スネクマ,相補的な非対称の幾何学的配置を有しているターボ機械ブレード,15,本権利は抹消されていない存続期間満了日(2031/06/22),8年,(2022/12/28)
page-5866375,特許2013-544803(2011/12/16),5866375,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,スルフィネート含有分子を含むフッ素含有ポリマー,4,本権利は抹消されていない存続期間満了日(2031/12/16),8年,(2022/12/28)
page-5866385,特許2013-558821(2011/03/17),5866385,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,回転可能なラチェットプランジャを備える医療用インジェクタ,19,本権利は抹消されていない存続期間満了日(2031/03/17),8年,(2022/12/28)
page-5866430,特許2014-502602(2012/03/12),5866430,アメリカ合衆国(305043582)シンボル　テクノロジーズ，　インコーポレイテッド,オペレーティング・システムを実行するプロセッサ・コアの動的割当,16,本権利は抹消されていない存続期間満了日(2032/03/12),8年,(2022/12/28)
page-5866433,特許2014-505631(2012/04/19),5866433,フランス(310021434)ベクトン　ディキンソン　フランス,医療容器のための包装体,14,本権利は抹消されていない存続期間満了日(2032/04/19),8年,(2022/12/28)
page-5866447,特許2014-524003(2012/07/30),5866447,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,グラフィック物品,2,本権利は抹消されていない存続期間満了日(2032/07/30),8年,(2022/12/28)
page-5866449,特許2014-530748(2012/09/12),5866449,アメリカ合衆国(500413696)ビーイー・エアロスペース・インコーポレーテッド,航空機ごみ入れの取出装置,6,本権利は抹消されていない存続期間満了日(2032/09/12),8年,(2022/12/28)
page-5866474,特許2015-120243(2015/06/15),5866474,アメリカ合衆国(512225379)セラニーズ・インターナショナル・コーポレーション,残渣流中のＨＩ濃度を制御するプロセス,32,本権利は抹消されていない存続期間満了日(2035/06/15),8年,(2022/12/28)
page-5866783,特許2011-068539(2011/03/25),5866783,アメリカ合衆国イー　インク　コーポレイション,回路基板の製造方法,19,本権利は抹消されていない存続期間満了日(2031/03/25),8年,(2022/12/28)
page-5867471,特許2013-190324(2011/01/06),5867471,アメリカ合衆国イー　インク　コーポレイション,表示媒体及び表示装置,6,本権利は抹消されていない存続期間満了日(2031/01/06),8年,(2022/12/28)
page-5867952,特許2012-515155(2010/06/10),5867952,ベルギーグラクソスミスクライン　バイオロジカルズ　ソシエテ　アノニム,ベンゾナフチリジン含有ワクチン,46,本権利は抹消されていない存続期間満了日(2030/06/10),8年,(2022/12/28)
page-5867991,特許2010-203834(2010/09/13),5867991,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,Ｎｉ基超合金物品の熱処理方法及び製品,7,本権利は抹消されていない存続期間満了日(2030/09/13),8年,(2022/12/28)
page-5868008,特許2011-037748(2011/02/24),5868008,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,シール蒸気流を制御するリークオフライン用のバルブを備えたタービンシステム,7,本権利は抹消されていない存続期間満了日(2031/02/24),8年,(2022/12/28)
page-5868020,特許2011-098839(2011/04/27),5868020,イタリア国(505347503)ヌオーヴォ　ピニォーネ　ソシエタ　ペル　アチオニ,圧縮機ロータ用バランスドラム構成,9,本権利は抹消されていない存続期間満了日(2031/04/27),8年,(2022/12/28)
page-5868064,特許2011-172044(2011/08/05),5868064,アメリカ合衆国(503455363)レイセオン　カンパニー,未知の半導体装置の機能の非破壊的な決定,9,本権利は抹消されていない存続期間満了日(2031/08/05),8年,(2022/12/28)
page-5868113,特許2011-230276(2011/10/20),5868113,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,二酸化炭素収集システムを備えた複合サイクル発電プラント,7,本権利は抹消されていない存続期間満了日(2031/10/20),8年,(2022/12/28)
page-5868114,特許2011-231208(2011/10/21),5868114,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,遅延希薄噴射マニホルド,9,本権利は抹消されていない存続期間満了日(2031/10/21),8年,(2022/12/28)
page-5868177,特許2011-534767(2009/10/29),5868177,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,電子ビーム硬化される非官能化シリコーン感圧接着剤,3,本権利は抹消されていない存続期間満了日(2029/10/29),8年,(2022/12/28)
page-5868315,特許2012-516282(2010/06/17),5868315,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,遮蔽された電気ケーブル及び作製方法,3,本権利は抹消されていない存続期間満了日(2030/06/17),8年,(2022/12/28)
page-5868323,特許2012-529769(2010/08/16),5868323,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,医療装置用の抗感染性潤滑剤およびその調製方法,14,本権利は抹消されていない存続期間満了日(2030/08/16),8年,(2022/12/28)
page-5868364,特許2013-186357(2008/01/23),5868364,アメリカ合衆国エンベクタ　コーポレイション,非注入端の受動安全機能付き安全ペン注射針,13,本権利は抹消されていない存続期間満了日(2028/01/23),8年,(2022/12/28)
page-5868404,特許2013-521870(2011/07/25),5868404,アメリカ合衆国(507114761)ジーイー・ライティング・ソルーションズ，エルエルシー,離隔蛍光体構成で成形／形成及び使用される、シリコーン中に懸濁した蛍光体,12,本権利は抹消されていない存続期間満了日(2031/07/25),8年,(2022/12/28)
page-5868423,特許2013-546034(2011/12/23),5868423,オランダ(500286643)アクゾ　ノーベル　コーティングス　インターナショナル　ビー　ヴィ,ハロゲンフリーの水系塗料組成物,10,本権利は抹消されていない存続期間満了日(2031/12/23),8年,(2022/12/28)
page-5868432,特許2013-553616(2012/02/10),5868432,アメリカ合衆国(512269650)コヴィディエン　リミテッド　パートナーシップ,二段階配備動脈瘤塞栓用デバイス,11,本権利は抹消されていない存続期間満了日(2032/02/10),8年,(2022/12/28)
page-5868470,特許2014-203538(2014/10/02),5868470,アメリカ合衆国(506388923)ジーイー・アビエイション・システムズ・エルエルシー,航空機用データ通信ネットワーク,7,本権利は抹消されていない存続期間満了日(2034/10/02),8年,(2022/12/28)
page-5868508,特許2014-529703(2012/02/22),5868508,アメリカ合衆国ザ　ケマーズ　カンパニー　エフシー　リミテッド　ライアビリティ　カンパニー,付着防止コーティング用のインク組成物およびそのパターンを含む被覆基材,3,本権利は抹消されていない存続期間満了日(2032/02/22),8年,(2022/12/28)
page-5868511,特許2014-533522(2012/06/14),5868511,アメリカ合衆国(597115727)ローズマウント　インコーポレイテッド,隔離されたセンサ及びセンサ電子回路を有するプロセス流体圧力トランスミッタ,22,本権利は抹消されていない存続期間満了日(2032/06/14),8年,(2022/12/28)
page-5868545,特許2015-507211(2013/04/19),5868545,アメリカ合衆国(503455363)レイセオン　カンパニー,再分配されたデジタルピクセル,21,本権利は抹消されていない存続期間満了日(2033/04/19),8年,(2022/12/28)
page-5868859,特許2012-533671(2010/10/11),5868859,フランス国(505277691)スネクマ,スラグ層の下での再溶解後のマルテンサイト系ステンレス鋼の均質化,11,本権利は抹消されていない存続期間満了日(2030/10/11),8年,(2022/12/28)
page-5868882,特許2013-025366(2008/05/13),5868882,フランス共和国(509069331)ジェマルト　エスアー,接点パッドに接続されたトランスポンダアンテナを有するデバイスの製造方法および得られたデバイス,1,本権利は抹消されていない存続期間満了日(2028/05/13),8年,(2022/12/28)
page-5868936,特許2013-500116(2011/03/14),5868936,アメリカ合衆国(505274818)アナログ　デバイシス，　インコーポレイテッド,二次導関数エッジ検出方法のためのエッジオリエンテーション,14,本権利は抹消されていない存続期間満了日(2031/03/14),8年,(2022/12/28)
page-5868961,特許2013-512051(2011/05/27),5868961,アメリカ合衆国(591018693)シー・アール・バード・インコーポレーテッド,針挿入誘導システムとともに使用するための装置,15,本権利は抹消されていない存続期間満了日(2031/05/27),8年,(2022/12/28)
page-5869047,特許2014-106269(2014/05/22),5869047,スウェーデン国(502208205)アクシス　アーベー,デジタルビデオデータを符号化するための方法,11,本権利は抹消されていない存続期間満了日(2034/05/22),8年,(2022/12/28)
page-5869102,特許2014-506905(2012/04/29),5869102,スイス(501401397)ハミルトン・ボナドゥーツ・アーゲー,受容板を有する打抜き装置,7,本権利は抹消されていない存続期間満了日(2032/04/29),8年,(2022/12/28)
page-5869112,特許2014-517470(2011/06/27),5869112,ノールウェー国(508077274)シン　フイルム　エレクトロニクス　エイエスエイ,フレキシブルな基板上に設けられた積層体を含む強誘電体メモリセル中の短絡回路の低減,18,本権利は抹消されていない存続期間満了日(2031/06/27),8年,(2022/12/28)
page-5869139,特許2014-539965(2012/10/10),5869139,アメリカ合衆国(500147506)シリコン　ストーリッジ　テクノロージー　インコーポレイテッド,分離した消去ゲートを有するスプリットゲート型不揮発性浮遊ゲートメモリセルをプログラミングする方法,7,本権利は抹消されていない存続期間満了日(2032/10/10),8年,(2022/12/28)
page-5869171,特許2015-116688(2009/01/15),5869171,アメリカ合衆国(505347433)ロックウェル・コリンズ・インコーポレーテッド,基板積層システムおよび方法,5,本権利は抹消されていない存続期間満了日(2029/01/15),8年,(2022/12/28)
page-5869172,特許2015-116716(2009/01/15),5869172,アメリカ合衆国(505347433)ロックウェル・コリンズ・インコーポレーテッド,基板積層システムおよび方法,11,本権利は抹消されていない存続期間満了日(2029/01/15),8年,(2022/12/28)
page-5869203,特許2009-519761(2007/07/17),5869203,カナダ国(597164909)イドロ－ケベック,活性リチウムをベースとする多層材料、調製方法、および電気化学的発電装置における応用,19,本権利は抹消されていない存続期間満了日(2027/07/17),8年,(2022/12/28)
page-5869204,特許2009-548351(2008/01/10),5869204,アメリカ合衆国(509218618)ソルフォーカス　インコーポレーテッド アメリカ合衆国(502096543)パロ・アルト・リサーチ・センター・インコーポレーテッド,光学素子用の金属トレース形成,4,本権利は抹消されていない存続期間満了日(2028/01/10),8年,(2022/12/28)
page-5869251,特許2011-166329(2011/07/29),5869251,ベルギー(591060898)アイメック,ＥＵＶマスクの平坦度の評価方法およびシステム,11,本権利は抹消されていない存続期間満了日(2031/07/29),8年,(2022/12/28)
page-5869358,特許2012-025510(2012/02/08),5869358,アメリカ合衆国(596170170)ゼロックス　コーポレイション,トナー,7,本権利は抹消されていない存続期間満了日(2032/02/08),8年,(2022/12/28)
page-5869364,特許2012-037778(2012/02/23),5869364,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,超音波診断装置及びその制御プログラム,9,本権利は抹消されていない存続期間満了日(2032/02/23),8年,(2022/12/28)
page-5869384,特許2012-058426(2012/03/15),5869384,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,調節操作装置、穿刺針、超音波プローブ及び超音波診断装置,9,本権利は抹消されていない存続期間満了日(2032/03/15),8年,(2022/12/28)
page-5869418,特許2012-100425(2012/04/25),5869418,アメリカ合衆国(596170170)ゼロックス　コーポレイション,最適な画質および性能自由度のための低密度トナー,5,本権利は抹消されていない存続期間満了日(2032/04/25),8年,(2022/12/28)
page-5869441,特許2012-149197(2012/07/03),5869441,アメリカ合衆国(596170170)ゼロックス　コーポレイション,インクジェットプリンタ内でクリアインクを射出するプリントヘッドの位置を合わせる方法及びシステム,4,本権利は抹消されていない存続期間満了日(2032/07/03),8年,(2022/12/28)
page-5869445,特許2012-180307(2012/08/16),5869445,アメリカ合衆国(596170170)ゼロックス　コーポレイション,コア－シェル粒子およびこの粒子から作られる定着器部材,6,本権利は抹消されていない存続期間満了日(2032/08/16),8年,(2022/12/28)
page-5869480,特許2012-525682(2010/08/19),5869480,アメリカ合衆国(599058372)フェデラル－モーグル　コーポレイション,シリンダヘッドガスケットアセンブリ,10,本権利は抹消されていない存続期間満了日(2030/08/19),8年,(2022/12/28)
page-5869483,特許2012-529928(2010/09/17),5869483,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,感染性医療廃棄物から再生されたプラスチックならびにそれから製造された医療用デバイス,21,本権利は抹消されていない存続期間満了日(2030/09/17),8年,(2022/12/28)
page-5869548,特許2013-224247(2013/10/29),5869548,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,超音波診断装置及びその制御プログラム,10,本権利は抹消されていない存続期間満了日(2033/10/29),8年,(2022/12/28)
page-5869557,特許2013-508188(2011/04/27),5869557,アメリカ合衆国ザ　ケマーズ　カンパニー　エフシー　リミテッド　ライアビリティ　カンパニー,ハイドロハロオレフィンおよび水を含有する泡膨張剤組成物ならびにポリウレタンおよびポリイソシアヌレートポリマー発泡体の製造におけるその使用,4,本権利は抹消されていない存続期間満了日(2031/04/27),8年,(2022/12/28)
page-5869609,特許2014-064720(2006/04/07),5869609,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,ランセット装置,3,本権利は抹消されていない存続期間満了日(2026/04/07),8年,(2022/12/28)
page-5869621,特許2014-111690(2014/05/29),5869621,アイルランド(515106321)アナログ・デヴァイシズ・グローバル・アンリミテッド・カンパニー,電気信号変換,23,本権利は抹消されていない存続期間満了日(2034/05/29),8年,(2022/12/28)
page-5869670,特許2014-518629(2012/06/19),5869670,アメリカ合衆国(391020193)キャタピラー　インコーポレイテッド,移動機械トラックシュー,19,本権利は抹消されていない存続期間満了日(2032/06/19),8年,(2022/12/28)
page-5869672,特許2014-524008(2012/07/30),5869672,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,グラフィック物品,3,本権利は抹消されていない存続期間満了日(2032/07/30),8年,(2022/12/28)
page-5869681,特許2014-534484(2012/10/05),5869681,アメリカ合衆国ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,候補画面内予測モードを利用した画面内予測モードの符号化／復号化方法及び装置,11,本権利は抹消されていない存続期間満了日(2032/10/05),8年,(2022/12/28)
page-5869707,特許2015-000033(2007/11/14),5869707,アメリカ合衆国(511028685)ジェンムス　ファーマ　インコーポレイティド,Ａ型インフルエンザウィルス感染の治療のための薬剤としてのＥＰ２およびＥＰ４作動薬,8,本権利は抹消されていない存続期間満了日(2027/11/14),8年,(2022/12/28)
page-5869744,特許2008-502344(2006/03/21),5869744,ベルギー(305060279)グラクソスミスクライン　バイオロジカルズ　ソシエテ　アノニム,ＣＤ４Ｔ細胞および／または改善された記憶Ｂ細胞応答を誘導するためのインフルエンザウイルスおよび水中油型エマルジョンアジュバントの使用,72,本権利は抹消されていない存続期間満了日(2026/03/21),8年,(2022/12/28)
page-5869756,特許2010-182871(2010/08/18),5869756,アメリカ合衆国(596170170)ゼロックス　コーポレイション,条件等色描画による印刷された基板の磁気透かし,1,本権利は抹消されていない存続期間満了日(2030/08/18),8年,(2022/12/28)
page-5869757,特許2010-183523(2010/08/19),5869757,アメリカ合衆国(508177046)ジーイー－ヒタチ・ニュークリア・エナジー・アメリカズ・エルエルシー,同位体送達システム及びターゲットを送達する方法,8,本権利は抹消されていない存続期間満了日(2030/08/19),8年,(2022/12/28)
page-5869776,特許2011-102440(2005/03/23),5869776,アメリカ合衆国(500080214)イー　インク　コーポレイション,光変調器,6,本権利は抹消されていない存続期間満了日(2025/03/23),8年,(2022/12/28)
page-5869778,特許2011-103933(2011/05/09),5869778,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,レーザーショックピーニングのシステム及び方法,10,本権利は抹消されていない存続期間満了日(2031/05/09),8年,(2022/12/28)
page-5869779,特許2011-112985(2011/05/20),5869779,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,高速自己縦続電気機械,10,本権利は抹消されていない存続期間満了日(2031/05/20),8年,(2022/12/28)
page-5869826,特許2011-220019(2011/10/04),5869826,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,電動機械用の通気ロータ及びステータ,12,本権利は抹消されていない存続期間満了日(2031/10/04),8年,(2022/12/28)
page-5869982,特許2012-170814(2012/08/01),5869982,アメリカ合衆国(596170170)ゼロックス　コーポレイション,トナーを製造するプロセス,12,本権利は抹消されていない存続期間満了日(2032/08/01),8年,(2022/12/28)
page-5870151,特許2014-089907(2014/04/24),5870151,スイス国(513233632)ハリー・ウィンストン・エス　アー,時計,5,本権利は抹消されていない存続期間満了日(2034/04/24),8年,(2022/12/28)
page-5871403,特許2013-548620(2012/01/10),5871403,アメリカ合衆国(500324750)バリアン・セミコンダクター・エクイップメント・アソシエイツ・インコーポレイテッド,処理システムにおけるイオンの質量、エネルギー、および角度をモニターする技術および装置,17,本権利は抹消されていない存続期間満了日(2032/01/10),8年,(2022/12/28)
page-5871619,特許2011-540957(2009/12/14),5871619,アメリカ合衆国エクセジー・インコーポレイテツド,金融市場深度データの高速処理のための方法および装置,101,本権利は抹消されていない存続期間満了日(2029/12/14),8年,(2022/12/28)
page-5871793,特許2012-510410(2010/05/07),5871793,スイス国(511271971)テオクサン,架橋されたゲルを製造する方法,11,本権利は抹消されていない存続期間満了日(2030/05/07),8年,(2022/12/28)
page-5871859,特許2013-118615(2007/07/27),5871859,オーストラリア(500046450)レスメド・プロプライエタリー・リミテッド,呼吸療法の提供,15,本権利は抹消されていない存続期間満了日(2027/07/27),8年,(2022/12/28)
page-5871869,特許2013-175152(2007/11/20),5871869,フィンランド国(591036309)プランメカ　オイ,統合歯科治療装置,13,本権利は抹消されていない存続期間満了日(2027/11/20),8年,(2022/12/28)
page-5871932,特許2013-527694(2011/09/12),5871932,フランス国(513052963)サフラン　エアロシステムズ,静電気防止性且つ雷適合性の輸送部品,6,本権利は抹消されていない存続期間満了日(2031/09/12),8年,(2022/12/28)
page-5871944,特許2013-541068(2011/11/28),5871944,アメリカ合衆国(313014479)ローズマウント　インコーポレイテッド,無線センサネットワークのアクセスポイントとデバイスとのＲＦスペクトルの解析システムおよび方法,38,本権利は抹消されていない存続期間満了日(2031/11/28),8年,(2022/12/28)
page-5871995,特許2014-127801(2014/06/23),5871995,スイス国(503416353)ゼネラル　エレクトリック　テクノロジー　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,燃焼発電プラントのための空気予熱の方法および燃焼発電プラントを含むシステム,13,本権利は抹消されていない存続期間満了日(2034/06/23),8年,(2022/12/28)
page-5872072,特許2014-552624(2013/01/17),5872072,イギリス国(512308720)ジャガー　ランド　ローバー　リミテッド,内燃エンジンの排出物制御における改良,17,本権利は抹消されていない存続期間満了日(2033/01/17),8年,(2022/12/28)
page-5872188,特許2011-114254(2011/05/23),5872188,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,ガスタービンの起動制御,10,本権利は抹消されていない存続期間満了日(2031/05/23),8年,(2022/12/28)
page-5872214,特許2011-196351(2011/09/08),5872214,アメリカ合衆国(507362281)コヴィディエン　リミテッド　パートナーシップ,ブレードレス塞栓子およびブレードレス塞栓子部材,11,本権利は抹消されていない存続期間満了日(2031/09/08),8年,(2022/12/28)
page-5872278,特許2011-275135(2011/12/16),5872278,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,マイクロ電気機械システム装置を形成する方法,6,本権利は抹消されていない存続期間満了日(2031/12/16),8年,(2022/12/28)
page-5872320,特許2012-038596(2012/02/24),5872320,アメリカ合衆国(300057230)セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,半導体装置,4,本権利は抹消されていない存続期間満了日(2032/02/24),8年,(2022/12/28)
page-5872581,特許2013-541988(2011/10/03),5872581,シンガポールマキシオン　ソーラー　プライベート　リミテッド,バックコンタクト型太陽電池のコンタクトの製造方法,20,本権利は抹消されていない存続期間満了日(2031/10/03),8年,(2022/12/28)
page-5872599,特許2014-014172(2008/06/04),5872599,アメリカ合衆国(509116613)レスメド・モーター・テクノロジーズ・インコーポレーテッド,軸受管を有するブロワ,17,本権利は抹消されていない存続期間満了日(2028/06/04),8年,(2022/12/28)
page-5872656,特許2014-193737(2008/12/30),5872656,アメリカ合衆国ボシュ　ヘルス　アメリカズ、インク．,爪の疾患を治療するための組成物及び方法,15,本権利は抹消されていない存続期間満了日(2028/12/30),7年,(2022/12/27)
page-5872661,特許2014-210480(2014/10/15),5872661,スイス国モントレー　ブレゲ・エス　アー,可撓性弾性針,16,本権利は抹消されていない存続期間満了日(2034/10/15),8年,(2022/12/28)
page-5872692,特許2014-517188(2012/06/21),5872692,アメリカ合衆国(513157121)トゥエルヴ，　インコーポレイテッド,人工治療装置,7,本権利は抹消されていない存続期間満了日(2032/06/21),8年,(2022/12/28)
page-5872693,特許2014-520184(2012/05/31),5872693,アメリカ合衆国(506314391)マクダーミッド　グラフィックス　ソリューションズ　エルエルシー,フレキソ印刷要素の印刷性能を向上させる方法,15,本権利は抹消されていない存続期間満了日(2032/05/31),8年,(2022/12/28)
page-5872710,特許2014-551235(2012/08/31),5872710,アメリカ合衆国(591025439)ザイリンクス　インコーポレイテッド,ドライバ回路、および出力信号を生成する方法,13,本権利は抹消されていない存続期間満了日(2032/08/31),8年,(2022/12/28)
page-5872899,特許2011-530170(2009/09/30),5872899,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,フッ素化材料の熱分解によるフルオロオレフィンの製造プロセス,2,本権利は抹消されていない存続期間満了日(2029/09/30),8年,(2022/12/28)
page-5873026,特許2012-544692(2010/12/14),5873026,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,ペルオキシド硬化された部分的にフッ素化されたエラストマー,3,本権利は抹消されていない存続期間満了日(2030/12/14),8年,(2022/12/28)
page-5873030,特許2012-554362(2011/02/25),5873030,スウェーデン国(512220008)マイクロニック　エービー,パターンを整列させる方法及び装置,21,本権利は抹消されていない存続期間満了日(2031/02/25),8年,(2022/12/28)
page-5873062,特許2013-217214(2005/11/29),5873062,アメリカ合衆国(507175186)ファイア　テクノロジーズ、インコーポレイテッド,接触装置および接触方法ならびにそれらの使用,14,本権利は抹消されていない存続期間満了日(2025/11/29),8年,(2022/12/28)
page-5873074,特許2013-506610(2011/04/22),5873074,フランス(310021434)ベクトン　ディキンソン　フランス,物品を検査するための装置、キットおよび方法,18,本権利は抹消されていない存続期間満了日(2031/04/22),8年,(2022/12/28)
page-5873082,特許2013-518339(2010/07/06),5873082,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,先鋭物容器,18,本権利は抹消されていない存続期間満了日(2030/07/06),8年,(2022/12/28)
page-5873090,特許2013-526442(2011/08/30),5873090,スウェーデン国(591176085)マイクロニック　アーベー,１オクターブを超える音響光学偏向器,12,本権利は抹消されていない存続期間満了日(2031/08/30),8年,(2022/12/28)
page-5873094,特許2013-535076(2011/10/20),5873094,アメリカ合衆国(503455363)レイセオン　カンパニー,入射放射線検出器パッケージング,19,本権利は抹消されていない存続期間満了日(2031/10/20),8年,(2022/12/28)
page-5873111,特許2013-554822(2012/03/13),5873111,ドイツ連邦共和国(391018178)ダブリュ．エル．ゴア　アンド　アソシエーツ，ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,帯電防止被覆としてのイオン性フルオロポリマーの使用,2,本権利は抹消されていない存続期間満了日(2032/03/13),8年,(2022/12/28)
page-5873130,特許2014-096266(2009/04/01),5873130,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,導光フィルム及び導光フィルムを製作するための方法,1,本権利は抹消されていない存続期間満了日(2029/04/01),8年,(2022/12/28)
page-5873230,特許2009-119052(2009/05/15),5873230,イスラエル国(506203914)ギブン　イメージング　リミテッド,生体内撮像デバイスおよび生体内撮像デバイスの作動方法,7,本権利は抹消されていない存続期間満了日(2029/05/15),8年,(2022/12/28)
page-5873239,特許2010-235019(2010/10/20),5873239,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,燃料フレキシブル燃焼器システム及び方法,7,本権利は抹消されていない存続期間満了日(2030/10/20),8年,(2022/12/28)
page-5873241,特許2010-254329(2005/03/18),5873241,アメリカ合衆国(500080214)イー　インク　コーポレイション,双安定な電気泳動ディスプレイの駆動方法,3,本権利は抹消されていない存続期間満了日(2025/03/18),8年,(2022/12/28)
