Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-6076972,特許2014-517185(2012/06/21),6076972,アメリカ合衆国(508004502)ペレグリン　セミコンダクター　コーポレイション,選択基板の両面に部品を有する集積回路、及びその製造方法,36,本権利は抹消されていない存続期間満了日(2032/06/21),7年,(2022/12/28)
page-6076984,特許2014-529046(2012/08/03),6076984,フランス国(505277691)サフラン・エアクラフト・エンジンズ,静止型プラズマ推進機を有する電気推進システム,9,本権利は抹消されていない存続期間満了日(2032/08/03),7年,(2022/12/28)
page-6077305,特許2012-535998(2010/10/28),6077305,スイス国(512110754)モデュテック　エス．エー． 中華人民共和国(512110765)ハンジョウ　アダメルク　ファームラブス　インコーポレイテッド,アミノ酸および植物を含む調製物およびアルコール解毒におけるその活性,23,本権利は抹消されていない存続期間満了日(2030/10/28),7年,(2022/12/28)
page-6077463,特許2013-553505(2012/02/08),6077463,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,エチレン性不飽和付加開裂剤を含む歯科用組成物,11,本権利は抹消されていない存続期間満了日(2032/02/08),7年,(2022/12/28)
page-6077468,特許2013-555559(2012/02/23),6077468,スイス国(505180070)ヘルシン　ヘルスケア　ソシエテ　アノニム,不斉尿素及びその医学的用途,46,本権利は抹消されていない存続期間満了日(2032/02/23),7年,(2022/12/28)
page-6077508,特許2014-193696(2007/07/17),6077508,カナダ国(597164909)イドロ－ケベック,活性リチウムをベースとする多層材料、調製方法、および電気化学的発電装置における応用,42,本権利は抹消されていない存続期間満了日(2027/07/17),7年,(2022/12/28)
page-6077518,特許2014-251576(2010/12/29),6077518,フランス(516008305)ジェムアルト　エスアー,通信システムにおけるＭ２Ｍサービスの取り扱い,15,本権利は抹消されていない存続期間満了日(2030/12/29),7年,(2022/12/28)
page-6077542,特許2014-527175(2012/08/14),6077542,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,付加開裂剤を含む歯科用組成物,10,本権利は抹消されていない存続期間満了日(2032/08/14),7年,(2022/12/28)
page-6077563,特許2014-547423(2012/12/13),6077563,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,ワイヤレス電力システム及び方法,12,本権利は抹消されていない存続期間満了日(2032/12/13),7年,(2022/12/28)
page-6077615,特許2015-178257(2012/01/12),6077615,アメリカ合衆国(515089080)ジーイー　ビデオ　コンプレッション　エルエルシー,エントロピー符号化および復号化スキーム,33,本権利は抹消されていない存続期間満了日(2032/01/12),7年,(2022/12/28)
page-6077623,特許2015-196611(2010/08/23),6077623,アメリカ合衆国(391028362)ダブリュ．エル．ゴア　アンド　アソシエイツ，インコーポレイティド,ハイブリッドなアッパー構造部を有する防水性、かつ、通気性の靴,2,本権利は抹消されていない存続期間満了日(2030/08/23),7年,(2022/12/28)
page-6077644,特許2015-507446(2013/04/02),6077644,イギリス国デブ　アイピー　リミテッド,泡吐出容器,40,本権利は抹消されていない存続期間満了日(2033/04/02),7年,(2022/12/28)
page-6077697,特許2016-073958(2013/07/08),6077697,アメリカ合衆国(513236921)サフラン　キャビン　インコーポレイテッド,音響材料を備える航空機用内装パネル,15,本権利は抹消されていない存続期間満了日(2033/07/08),7年,(2022/12/28)
page-6077708,特許2016-500166(2014/01/15),6077708,アメリカ合衆国(503455363)レイセオン　カンパニー,素子を接合するための一時的接着剤,16,本権利は抹消されていない存続期間満了日(2034/01/15),7年,(2022/12/28)
page-6077789,特許2012-186081(2012/08/27),6077789,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,配電ネットワーク故障管理,7,本権利は抹消されていない存続期間満了日(2032/08/27),7年,(2022/12/28)
page-6077840,特許2012-257005(2012/11/26),6077840,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,蒸気発生システムおよび蒸気発生システムの作動を制御するための方法,6,本権利は抹消されていない存続期間満了日(2032/11/26),7年,(2022/12/28)
page-6077842,特許2012-260442(2012/11/29),6077842,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,動的荷重低減システム,12,本権利は抹消されていない存続期間満了日(2032/11/29),7年,(2022/12/28)
page-6077856,特許2012-537186(2010/11/02),6077856,アメリカ合衆国メルク・シャープ・アンド・ドーム・エルエルシー,操作型抗ＴＳＬＰ抗体本出願は、米国特許仮出願第６１／２９７，００８号（２０１０年１月２１日出願）、および米国特許仮出願第６１／２５８，０５１号（２００９年１１月４日出願）の利益を主張し、該仮出願は各々、引用によりその全体が本明細書に組み込まれる。,8,本権利は抹消されていない存続期間満了日(2030/11/02),7年,(2022/12/28)
page-6077995,特許2013-514239(2011/06/03),6077995,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,パルス状の熱伝導流体の流れを用いたプラズマ処理装置における温度制御,13,本権利は抹消されていない存続期間満了日(2031/06/03),7年,(2022/12/28)
page-6078047,特許2014-243707(2014/12/02),6078047,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,デジタルディスプレイ用の電極の配置,7,本権利は抹消されていない存続期間満了日(2034/12/02),7年,(2022/12/28)
page-6078053,特許2014-512129(2012/05/25),6078053,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,超音速圧縮機ロータ、超音速圧縮機システム、および流体を圧縮する方法,18,本権利は抹消されていない存続期間満了日(2032/05/25),7年,(2022/12/28)
page-6078057,特許2014-516094(2012/06/19),6078057,アメリカ合衆国スリーエム　イノベイティブ　プロパティズ　カンパニー,口述ベース文書生成ワークフローにおける文書拡張,27,本権利は抹消されていない存続期間満了日(2032/06/19),7年,(2022/12/28)
page-6078117,特許2015-146692(2015/07/24),6078117,アメリカ合衆国(512269650)コヴィディエン　リミテッド　パートナーシップ,交換可能なコア生検針,16,本権利は抹消されていない存続期間満了日(2035/07/24),7年,(2022/12/28)
page-6078118,特許2015-148633(2015/07/28),6078118,アメリカ合衆国(512269650)コヴィディエン　リミテッド　パートナーシップ,交換可能なコア生検針,9,本権利は抹消されていない存続期間満了日(2035/07/28),7年,(2022/12/28)
page-6078150,特許2015-520861(2013/06/04),6078150,スイス国(506425538)ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,物品の表面のエピラム化のための作用剤,15,本権利は抹消されていない存続期間満了日(2033/06/04),7年,(2022/12/28)
page-6078156,特許2015-529049(2013/09/03),6078156,スイス国(594082512)ブランパン・エス　アー,時計の調速部材,23,本権利は抹消されていない存続期間満了日(2033/09/03),7年,(2022/12/28)
page-6078160,特許2015-532186(2013/09/27),6078160,アメリカ合衆国(590005449)レイセオン　テクノロジーズ　コーポレイション,ガスタービンファン駆動ギアシステムの組立方法,14,本権利は抹消されていない存続期間満了日(2033/09/27),7年,(2022/12/28)
page-6078161,特許2015-538357(2013/09/25),6078161,スイス国(506425538)ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,溶接バイメタル時計外部構成部品,29,本権利は抹消されていない存続期間満了日(2033/09/25),7年,(2022/12/28)
page-6078168,特許2015-548594(2013/12/19),6078168,スイス国(507276380)オメガ・エス　アー,嵌め込みによって製造される装飾用部品,12,本権利は抹消されていない存続期間満了日(2033/12/19),7年,(2022/12/28)
page-6078202,特許2016-500791(2014/03/07),6078202,アメリカ合衆国(500360688)ディーテリヒ・スタンダード・インコーポレーテッド,一次要素接続プラットホームを用いるプロセス変数の測定,20,本権利は抹消されていない存続期間満了日(2034/03/07),7年,(2022/12/28)
page-6078203,特許2016-500792(2014/03/07),6078203,アメリカ合衆国(500360688)ディーテリヒ・スタンダード・インコーポレーテッド,汎用の流れ技術結合プラットホームを用いたプロセス変数測定,38,本権利は抹消されていない存続期間満了日(2034/03/07),7年,(2022/12/28)
page-6078205,特許2016-508068(2014/03/27),6078205,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,ケース内にムーブメントを固定するための装置及び方法,10,本権利は抹消されていない存続期間満了日(2034/03/27),7年,(2022/12/28)
page-6078229,特許2011-513487(2009/06/08),6078229,アメリカ合衆国(500106743)エス．シー．　ジョンソン　アンド　サン、インコーポレイテッド,圧縮ガスエアロゾルとして投与するのに適した溶媒和活性剤を含有する組成物,11,本権利は抹消されていない存続期間満了日(2029/06/08),7年,(2022/12/28)
page-6078497,特許2014-112378(2011/03/17),6078497,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,音声を定位知覚する技術,16,本権利は抹消されていない存続期間満了日(2031/03/17),7年,(2022/12/28)
page-6078528,特許2014-505471(2012/04/18),6078528,ドイツ連邦共和国(510204998)アディダス　アーゲー,細長い構成要素を連続的に封入するための工程および装置、ならびに得られる封入型細長構成要素,23,本権利は抹消されていない存続期間満了日(2032/04/18),7年,(2022/12/28)
page-6078540,特許2014-527631(2012/08/28),6078540,デンマーク国(596113096)ノボ・ノルデイスク・エー／エス,ピストンロッドフット,8,本権利は抹消されていない存続期間満了日(2032/08/28),7年,(2022/12/28)
page-6078544,特許2014-530302(2012/08/08),6078544,イギリス国(594154428)エイアールエム　リミテッド,電子制御式ユニバーサルモータ,28,本権利は抹消されていない存続期間満了日(2032/08/08),7年,(2022/12/28)
page-6078647,特許2015-532469(2013/09/25),6078647,イギリス国(513208973)ジャガー・ランド・ローバー・リミテッド,引込み式ハンドル構造,25,本権利は抹消されていない存続期間満了日(2033/09/25),7年,(2022/12/28)
page-6078697,特許2016-534578(2014/06/17),6078697,アメリカ合衆国(507213592)ボストン　サイエンティフィック　ニューロモデュレイション　コーポレイション,非充電式バッテリを有する埋込可能医療デバイスのための電力アーキテクチャ,11,本権利は抹消されていない存続期間満了日(2034/06/17),7年,(2022/12/28)
page-6078856,特許2014-513996(2012/05/30),6078856,スイス国(311007051)シクパ　ホルディング　ソシエテ　アノニム,硬化性樹脂組成物により製造された層を含むインクジェットプリントヘッド,25,本権利は抹消されていない存続期間満了日(2032/05/30),7年,(2022/12/28)
page-6078868,特許2012-098023(2012/04/23),6078868,アメリカ合衆国(300057230)セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,チューナ,4,本権利は抹消されていない存続期間満了日(2032/04/23),7年,(2022/12/28)
page-6079980,特許2011-534920(2009/11/05),6079980,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,微小位置決めシステムを備える急速熱処理チャンバ,5,本権利は抹消されていない存続期間満了日(2029/11/05),7年,(2022/12/28)
page-6080025,特許2015-197376(2015/10/05),6080025,スウェーデン国(502208205)アクシス　アーベー,監視カメラ装置の配置構成,12,本権利は抹消されていない存続期間満了日(2035/10/05),7年,(2022/12/28)
page-6080174,特許2014-500441(2012/03/15),6080174,フランス国(505277691)サフラン・エアクラフト・エンジンズ,ファンケーシングで観測される衝撃痕の検査方法,11,本権利は抹消されていない存続期間満了日(2032/03/15),7年,(2022/12/28)
page-6080181,特許2015-117544(2012/04/09),6080181,アメリカ合衆国(513109016)コビディエン　エルピー,天然または人工管腔のための可撓性マイクロ波カテーテル,12,本権利は抹消されていない存続期間満了日(2032/04/09),7年,(2022/12/28)
page-6080245,特許2016-518149(2014/07/25),6080245,フランス国(505277691)サフラン・エアクラフト・エンジンズ,タービンエンジンケーシングおよび製造方法,8,本権利は抹消されていない存続期間満了日(2034/07/25),7年,(2022/12/28)
page-6080311,特許2014-505727(2012/04/20),6080311,イギリス(504142097)マイクロマス　ユーケー　リミテッド,高速スプレーとターゲットとの相互作用による大気圧イオン源,15,本権利は抹消されていない存続期間満了日(2032/04/20),7年,(2022/12/28)
page-6080320,特許2015-156113(2011/07/11),6080320,シンガポールマキシオン　ソーラー　プライベート　リミテッド,電気メッキ用の非浸透性基板キャリア,5,本権利は抹消されていない存続期間満了日(2031/07/11),7年,(2022/12/28)
page-6080337,特許2011-007924(2011/01/18),6080337,アメリカ合衆国エンベクタ　コーポレイション,血液検査センサストリップのための電極配置,25,本権利は抹消されていない存続期間満了日(2031/01/18),7年,(2022/12/28)
page-6080621,特許2013-047525(2013/03/11),6080621,アメリカ合衆国(596170170)ゼロックス　コーポレイション,トナープロセス,10,本権利は抹消されていない存続期間満了日(2033/03/11),7年,(2022/12/28)
page-6080831,特許2014-228043(2005/05/18),6080831,東京都中央区アステラス製薬株式会社,腫瘍で差次的に発現する遺伝子産物及びその用途,7,本権利は抹消されていない存続期間満了日(2025/05/18),7年,(2023/01/10)
page-6080880,特許2015-041310(2008/11/13),6080880,アメリカ合衆国(500205770)マイクロ　モーション　インコーポレイテッド,振動計にて流体パラメータを測定する方法及び装置,12,本権利は抹消されていない存続期間満了日(2028/11/13),7年,(2022/12/28)
page-6080914,特許2015-140718(2011/05/18),6080914,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,低コストの単回使用注射器,5,本権利は抹消されていない存続期間満了日(2031/05/18),7年,(2022/12/28)
page-6080981,特許2015-552611(2013/01/10),6080981,アメリカ合衆国(500205770)マイクロ　モーション　インコーポレイテッド,振動式メーターのための方法および装置,10,本権利は抹消されていない存続期間満了日(2033/01/10),7年,(2022/12/28)
page-6081076,特許2012-086646(2012/04/05),6081076,アメリカ合衆国(503455363)レイセオン　カンパニー,二光子ルビジウム遷移を使用して超安定周波数基準を発生させるための、精密フォトニック発振器および方法,24,本権利は抹消されていない存続期間満了日(2032/04/05),7年,(2022/12/28)
page-6081101,特許2012-177773(2012/08/10),6081101,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,デプスフロムデフォーカス撮像用のシステムおよび方法,24,本権利は抹消されていない存続期間満了日(2032/08/10),7年,(2022/12/28)
page-6081379,特許2013-556682(2012/03/05),6081379,アメリカ合衆国(513222223)ビザ・インターナショナル・サービス・アソシエイション,ペイメントカードシステムおよび方法,22,本権利は抹消されていない存続期間満了日(2032/03/05),7年,(2022/12/28)
page-6081452,特許2014-513533(2012/05/14),6081452,アメリカ合衆国(594203852)エアロジェット　ロケットダイン　インコーポレイテッド,推進剤を、ガスを含む反応生成物に変換するための触媒、ガス発生器、および方法,21,本権利は抹消されていない存続期間満了日(2032/05/14),7年,(2022/12/28)
page-6081484,特許2014-547213(2012/08/17),6081484,アメリカ合衆国(591025439)ザイリンクス　インコーポレイテッド,通信システムにおける復号パラメータを変更するためのシステムおよび方法,13,本権利は抹消されていない存続期間満了日(2032/08/17),7年,(2022/12/28)
page-6081518,特許2015-097658(2011/04/29),6081518,フィンランド国(591261406)プランメド　オイ,医療用コンピュータ断層撮影装置,4,本権利は抹消されていない存続期間満了日(2031/04/29),7年,(2022/12/28)
page-6081561,特許2015-246408(2012/04/16),6081561,スイス国(507364377)コヴィディエン・アクチェンゲゼルシャフト,バッテリ駆動の手持ち式超音波手術用焼灼切断装置,12,本権利は抹消されていない存続期間満了日(2032/04/16),7年,(2022/12/28)
page-6081565,特許2015-251709(2011/07/22),6081565,アイルランド国(513014477)ジェンセル　バイオシステムズ　リミテッド,合成液体セル,11,本権利は抹消されていない存続期間満了日(2031/07/22),7年,(2022/12/28)
page-6081600,特許2015-533073(2013/08/21),6081600,アメリカ合衆国(591025439)ザイリンクス　インコーポレイテッド,ノイズ減衰壁,9,本権利は抹消されていない存続期間満了日(2033/08/21),7年,(2022/12/28)
page-6081618,特許2015-561366(2014/02/13),6081618,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,光変換を伴うデュアルモジュレーションディスプレイの技術,14,本権利は抹消されていない存続期間満了日(2034/02/13),7年,(2022/12/28)
page-6081710,特許2012-078491(2012/03/30),6081710,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,超音波撮像デバイスの作動方法及びデバイス,6,本権利は抹消されていない存続期間満了日(2032/03/30),7年,(2022/12/28)
page-6081739,特許2012-187106(2012/08/28),6081739,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,Ｘ線源における電子ビーム操縦システム及び方法,10,本権利は抹消されていない存続期間満了日(2032/08/28),7年,(2022/12/28)
page-6081744,特許2012-192727(2012/09/03),6081744,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,超音波診断装置,7,本権利は抹消されていない存続期間満了日(2032/09/03),7年,(2022/12/28)
page-6081916,特許2013-537726(2011/10/28),6081916,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,ガードネレラバジナリス（Ｇａｒｄｎｅｒｅｌｌａｖａｇｉｎａｉｌｓ）のアッセイ,15,本権利は抹消されていない存続期間満了日(2031/10/28),7年,(2022/12/28)
page-6081918,特許2013-539841(2011/09/23),6081918,アメリカ合衆国(506192652)ボストン　サイエンティフィック　サイムド，インコーポレイテッド,ステント送達システム、ステント送達システムのサムホイールの意図されない作動を防止するためのロック部材および防止する方法,16,本権利は抹消されていない存続期間満了日(2031/09/23),7年,(2022/12/28)
page-6081922,特許2013-544551(2011/12/06),6081922,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,高度フッ素化スルフィン酸のオリゴマー及びコオリゴマー並びにその塩類,3,本権利は抹消されていない存続期間満了日(2031/12/06),7年,(2022/12/28)
page-6081964,特許2014-144291(2009/10/21),6081964,アメリカ合衆国(510094115)オニキス　セラピューティクス，　インク．,ペプチドエポキシケトンを用いた併用療法,27,本権利は抹消されていない存続期間満了日(2029/10/21),7年,(2022/12/28)
page-6081992,特許2014-513687(2012/05/31),6081992,アメリカ合衆国(397050741)マイクロチップ　テクノロジー　インコーポレイテッド,データ取得能力を有する独立型ＲＦ無線デバイス,20,本権利は抹消されていない存続期間満了日(2032/05/31),7年,(2022/12/28)
page-6081993,特許2014-515854(2012/05/31),6081993,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,プラズマエッチングを伴うハイブリッドガルバニックレーザスクライビングプロセスを用いたウェハダイシング,13,本権利は抹消されていない存続期間満了日(2032/05/31),7年,(2022/12/28)
page-6081994,特許2014-515995(2012/06/14),6081994,アメリカ合衆国(391028362)ダブリュ．エル．ゴア　アンド　アソシエイツ，インコーポレイティド,拡張可能なインプラントの管腔内展開に使用するための密着ファイバー,13,本権利は抹消されていない存続期間満了日(2032/06/14),7年,(2022/12/28)
page-6082003,特許2014-524331(2012/07/31),6082003,スイス国(506416400)シーカ　テクノロジー　アクチェンゲゼルシャフト,コンクリート分散剤を乾燥させる方法,12,本権利は抹消されていない存続期間満了日(2032/07/31),7年,(2022/12/28)
page-6082023,特許2014-546620(2012/12/19),6082023,フランス国(505277691)サフラン・エアクラフト・エンジンズ,超音波を使用して弾性特性を測定するための方法,6,本権利は抹消されていない存続期間満了日(2032/12/19),7年,(2022/12/28)
page-6082032,特許2014-557847(2013/02/15),6082032,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,封止膜を堆積するための方法,14,本権利は抹消されていない存続期間満了日(2033/02/15),7年,(2022/12/28)
page-6082059,特許2015-134026(2009/09/28),6082059,アメリカ合衆国(591003493)キャリア　コーポレイション,遷臨界蒸気圧縮システム,5,本権利は抹消されていない存続期間満了日(2029/09/28),7年,(2022/12/28)
page-6082060,特許2015-134234(2011/04/27),6082060,シンガポールマキシオン　ソーラー　プライベート　リミテッド,トンネル誘電体層を伴う太陽電池の製造方法,9,本権利は抹消されていない存続期間満了日(2031/04/27),7年,(2022/12/28)
page-6082075,特許2015-194286(2015/09/30),6082075,スイス国(504341564)モントレー　ブレゲ・エス　アー,音響的性能が改善された音発生腕時計用ケース,19,本権利は抹消されていない存続期間満了日(2035/09/30),7年,(2022/12/28)
page-6082076,特許2015-195633(2015/10/01),6082076,スイス国(506425538)ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,可聴アラーム又は音楽を生成する電子デバイス,10,本権利は抹消されていない存続期間満了日(2035/10/01),7年,(2022/12/28)
page-6082077,特許2015-199179(2015/10/07),6082077,スイス国(504341564)モントレー　ブレゲ・エス　アー,差動機構を備えた万年暦,8,本権利は抹消されていない存続期間満了日(2035/10/07),7年,(2022/12/28)
page-6082099,特許2015-505009(2013/04/12),6082099,フランス国(505277691)サフラン・エアクラフト・エンジンズ,可変プロファイルスプラインを用いたシャフトの結合,12,本権利は抹消されていない存続期間満了日(2033/04/12),7年,(2022/12/28)
page-6082160,特許2016-505498(2014/03/19),6082160,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,任意Ｎ角形のメッシュとして編成されたスピーカーを用いたオーディオレンダリング,8,本権利は抹消されていない存続期間満了日(2034/03/19),7年,(2022/12/28)
page-6082401,特許2014-539314(2012/10/30),6082401,ベルギー(591060898)アイメック,センサアレイ上にインターリーブ配置された画像コピーのオーバーラップしたセグメントを備えたスペクトルカメラ,14,本権利は抹消されていない存続期間満了日(2032/10/30),7年,(2022/12/28)
page-6082402,特許2014-542884(2012/11/27),6082402,フランス国(591100596)アンスティチュ　ナショナル　ドゥ　ラ　サンテ　エ　ドゥ　ラ　ルシェルシュ　メディカル フランス共和国(510139564)ユニヴェルシテ　ポール　サバティエ　トゥールーズ　トロワ,加齢に伴う機能障害の処置に使用するための薬学的組成物,5,本権利は抹消されていない存続期間満了日(2032/11/27),7年,(2022/12/28)
page-6082468,特許2015-534497(2013/08/21),6082468,アメリカ合衆国(591025439)ザイリンクス　インコーポレイテッド,アンプの入力における寄生不一致の影響の軽減,13,本権利は抹消されていない存続期間満了日(2033/08/21),7年,(2022/12/28)
page-6082553,特許2012-212060(2012/09/26),6082553,ドイツ連邦共和国(500023831)カール　シュトルツ　エスエー　ウント　コンパニー　カーゲー,ブレーキ解除機構及びこれを備えた医療用マニピュレータ,7,本権利は抹消されていない存続期間満了日(2032/09/26),7年,(2022/12/28)
page-6082573,特許2012-257001(2012/11/26),6082573,イタリア国(505347503)ヌオーヴォ　ピニォーネ　ソシエタ　ペル　アチオニ,二酸化炭素圧縮並びに圧縮及び液化システムでの熱回収,12,本権利は抹消されていない存続期間満了日(2032/11/26),7年,(2022/12/28)
page-6082601,特許2013-005060(2013/01/16),6082601,アメリカ合衆国(506283927)ローズマウント・エアロスペース・インコーポレーテッド,応力分離付き微細構造デバイス,19,本権利は抹消されていない存続期間満了日(2033/01/16),7年,(2022/12/28)
page-6082660,特許2013-119306(2013/06/05),6082660,アメリカ合衆国(500080214)イー　インク　コーポレイション,表示媒体の駆動装置、駆動プログラム、及び表示装置,8,本権利は抹消されていない存続期間満了日(2033/06/05),7年,(2022/12/28)
page-6082740,特許2014-523986(2012/07/27),6082740,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,ケーシングフランジ孔の抵抗溶接補修方法,13,本権利は抹消されていない存続期間満了日(2032/07/27),7年,(2022/12/28)
page-6082755,特許2014-548843(2012/12/19),6082755,アメリカ合衆国(500092413)プラックセアー　エス．ティ．テクノロジー、　インコーポレイテッド,遮熱及び耐環境コーティングを生成するための水性スラリー並びにこれを作製及び適用するための方法,25,本権利は抹消されていない存続期間満了日(2032/12/19),7年,(2022/12/28)
page-6082760,特許2014-559929(2013/02/22),6082760,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,センサ・ポート・インサート装置,20,本権利は抹消されていない存続期間満了日(2033/02/22),7年,(2022/12/28)
page-6276832,特許2016-232345(2016/11/30),6276832,スイス国(504341564)モントレー　ブレゲ・エス　アー,計時器用車セットの間のトルク比を調節する機構,16,本権利は抹消されていない存続期間満了日(2036/11/30),6年,(2022/12/28)
page-6276837,特許2016-500082(2013/06/12),6276837,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,複合材料用スラリー,14,本権利は抹消されていない存続期間満了日(2033/06/12),6年,(2022/12/28)
page-6276859,特許2016-536524(2014/12/05),6276859,アメリカ合衆国(515168916)ブリヂストン　アメリカズ　タイヤ　オペレーションズ、　エルエルシー,下部サイドウォール内に電子デバイスを有するタイヤ,12,本権利は抹消されていない存続期間満了日(2034/12/05),6年,(2022/12/28)
page-6276864,特許2016-547098(2015/06/05),6276864,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,時計用ホイールセット,18,本権利は抹消されていない存続期間満了日(2035/06/05),6年,(2022/12/28)
page-6276873,特許2016-565448(2015/04/20),6276873,イギリス国(512308720)ジャガー　ランド　ローバー　リミテッド,設定速度に従う車両速度の自動制御,30,本権利は抹消されていない存続期間満了日(2035/04/20),6年,(2022/12/28)
page-6276910,特許2012-156601(2012/07/12),6276910,アメリカ合衆国(592051453)ハーマン　インターナショナル　インダストリーズ　インコーポレイテッド,ナビゲーション・アプリケーション・インターフェース,7,本権利は抹消されていない存続期間満了日(2032/07/12),6年,(2022/12/28)
page-6277085,特許2014-169114(2014/08/22),6277085,ドイツ連邦共和国(510204998)アディダス　アーゲー,靴甲用の材料,21,本権利は抹消されていない存続期間満了日(2034/08/22),6年,(2022/12/28)
page-6277123,特許2014-519123(2012/06/29),6277123,アメリカ合衆国(507303309)アーチャー－ダニエルズ－ミッドランド　カンパニー,乳化剤組成物およびこのような乳化剤組成物の使用方法,14,本権利は抹消されていない存続期間満了日(2032/06/29),6年,(2022/12/28)
page-6277137,特許2014-557851(2013/02/15),6277137,アメリカ合衆国(513197518)ヴェンコア　ラブズ、インク．,フィールド・エリア・ネットワークにおけるパケット取得、解析及び侵入検出の方法及びシステム,14,本権利は抹消されていない存続期間満了日(2033/02/15),6年,(2022/12/28)
page-6277194,特許2015-535098(2013/10/07),6277194,フランス(591034154)オランジュ,ユニバーサルリソース識別子（ＵＲＩ）パラメータの継承,8,本権利は抹消されていない存続期間満了日(2033/10/07),6年,(2022/12/28)
page-6277205,特許2015-557156(2014/02/10),6277205,アメリカ合衆国(513161449)イーエルシー　マネージメント　エルエルシー,予め規定されたスタイルを実現するための選択機構を有する化粧品パレット,13,本権利は抹消されていない存続期間満了日(2034/02/10),6年,(2022/12/28)
page-6277277,特許2016-538053(2014/12/09),6277277,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,真空処理装置用の基板スプレッディングデバイス、基板スプレッディングデバイスを有する真空処理装置、及びそれを動作させる方法,1,本権利は抹消されていない存続期間満了日(2034/12/09),6年,(2022/12/28)
page-6277327,特許2017-514502(2015/09/30),6277327,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,ヘッドフォンにおける組み合わされた能動ノイズ打ち消しおよびノイズ補償,14,本権利は抹消されていない存続期間満了日(2035/09/30),6年,(2022/12/28)
page-6277351,特許2015-512186(2013/05/15),6277351,オランダ国(517423969)マルベルン　パナリティカル　ビー．ブイ．,デジタルＸ線センサ,26,本権利は抹消されていない存続期間満了日(2033/05/15),6年,(2022/12/28)
page-6277455,特許2015-556971(2014/01/30),6277455,アメリカ合衆国(513125245)スプリント　コミュニケーションズ　カンパニー　エル．ピー．,モバイルデバイスにサービスブランドパッケージを格納するシステムおよび方法,20,本権利は抹消されていない存続期間満了日(2034/01/30),6年,(2022/12/28)
page-6278413,特許2015-520470(2013/06/26),6278413,アメリカ合衆国スリーエム　イノベイティブ　プロパティズ　カンパニー,ＲＦＩＤ及び統合型歪ゲージ圧力センサを有する創傷接続パッド,21,本権利は抹消されていない存続期間満了日(2033/06/26),6年,(2022/12/28)
page-6278553,特許2013-263448(2013/12/20),6278553,ドイツ(501493587)アイシーティー　インテグレーテッド　サーキット　テスティング　ゲゼルシャフト　フィーア　ハルプライタープリーフテヒニック　エム　ベー　ハー,２次電子光学系及び検出デバイス,12,本権利は抹消されていない存続期間満了日(2033/12/20),6年,(2022/12/28)
